id;name;author_name;inventory_status;original_price;discount;price;discount_rate;rating_average;review_count;quantity_sold;type_book;book_cover
194451717;Tự Nhiên Và Xã Hội 3 (Chân Trời Sáng Tạo) (2022);nhieu tac gia;available;20000;0;20000;0;0.0;0;;sach_giaokhoa;
193555677;Thực Hành Kĩ Thuật 5 (2022);nhieu tac gia;available;6000;0;6000;0;0.0;0;;sach_giaokhoa;
163477094;Thông Tin Số - Tập 1;;available;108000;0;108000;0;0.0;0;;sach_giaokhoa;Bìa mềm
194451757;Giáo Dục Thể Chất 7 (Kết Nối) (2022);nhieu tac gia;available;15000;0;15000;0;0.0;0;;sach_giaokhoa;
193857954;Học Mỹ Thuật 5 (2021);nhieu tac gia;available;25000;0;25000;0;0.0;0;;sach_giaokhoa;
178033432;Bài Tập Hóa Học Hữu Cơ - 1000 Bài Tự Luận và Trắc Nghiệm 01- năm 2012;;available;70000;0;70000;0;0.0;0;;sach_giaokhoa;
193640155;Bài Tập Lịch Sử Và Địa Lí 6, Phần Địa Lí (Kết Nối) (2022);nhieu tac gia;available;14000;0;14000;0;0.0;0;;sach_giaokhoa;
144524531;Sách - Combo Bài Tập Tuần Lớp 1 Cả Năm -  Tiếng Việt - Kết Nối (2 cuốn);;available;80000;0;80000;0;0.0;0;;sach_giaokhoa;
165597984;Combo 2 Cuốn Toán Học Cao Cấp: Tập 2 - Phép Tính Giải Tích Một Biến Số + Tập 3 - Phép Tính Giải Tích Nhiều Biến Số (Giáo trình dành cho các Trường đại học Kĩ Thuật) - Tái bản năm 2021;;available;99000;0;99000;0;0.0;0;{'text': 'Đã bán 1', 'value': 1};sach_giaokhoa;Bìa mềm
193555527;Bài Tập Ngữ Văn Lớp 8 - Tập 2; Phan Hà;available;10000;0;10000;0;0.0;0;;sach_giaokhoa;
193555519;Bài Tập Tiếng Anh 9 (2022);nhieu tac gia;available;11000;0;11000;0;0.0;0;;sach_giaokhoa;
193555756;Bài Tập Ngữ Văn 12/1 (2022);nhieu tac gia;available;9000;0;9000;0;0.0;0;;sach_giaokhoa;
193555471;Bài Tập Ngữ Văn 11/2 (2022);nhieu tac gia;available;8000;0;8000;0;0.0;0;;sach_giaokhoa;
194183477;Tin Học 3 (Chân Trời Sáng Tạo) (2022);nhieu tac gia;available;13000;0;13000;0;0.0;0;{'text': 'Đã bán 2', 'value': 2};sach_giaokhoa;
193640448;Bài Tập Lịch Sử Và Địa Lí 6 (Cánh Diều) (2022);nhieu tac gia;available;24000;0;24000;0;0.0;0;;sach_giaokhoa;
193640400;VBT Tiếng Việt 1/1 (Kết Nối) (2022);nhieu tac gia;available;13000;0;13000;0;0.0;0;;sach_giaokhoa;
22647970;Ôn Tập Kiểm Tra Toán 3;Phạm Đình Thực;available;42000;0;42000;0;5.0;5;{'text': 'Đã bán 52', 'value': 52};sach_giaokhoa;
193555760;Bài Tập Tin Học 12 (2022);nhieu tac gia;available;8000;0;8000;0;0.0;0;{'text': 'Đã bán 1', 'value': 1};sach_giaokhoa;
194451719;Tiếng Việt 3/2 (Chân Trời Sáng Tạo) (2022);nhieu tac gia;available;20000;0;20000;0;0.0;0;;sach_giaokhoa;
183538726;Bài Tập Ngữ Văn 6 - Tập 2 Cơ Bản Và Nâng Cao;;available;29000;0;29000;0;0.0;0;;sach_giaokhoa;
194451592;Giáo Dục Thể Chất 3 (Kết Nối) (2022);nhieu tac gia;available;15000;0;15000;0;0.0;0;;sach_giaokhoa;
193555854;VBT Tự Nhiên Và Xã Hội 1 (Cánh Diều) (2022);nhieu tac gia;available;16000;0;16000;0;0.0;0;;sach_giaokhoa;
111350560;Vector: Sách hệ Singapore - Học toán bằng tiếng Anh - Let's Start! Maths 1 Workbook;;available;265000;0;265000;0;5.0;1;{'text': 'Đã bán 3', 'value': 3};sach_giaokhoa;Bìa mềm
194451852;Công Nghệ 7 (Kết Nối) (2022);nhieu tac gia;available;12000;0;12000;0;0.0;0;;sach_giaokhoa;
24594367;135 Bài Và Đoạn Văn Hay 2;Phạm Ngọc Thắm;available;47000;0;47000;0;5.0;4;{'text': 'Đã bán 14', 'value': 14};sach_giaokhoa;
193555517;Bài Tập Ngữ Văn Lớp 9 - Tập 2;Nguyễn Khắc Phi;available;10000;0;10000;0;0.0;0;;sach_giaokhoa;
193555754;VBT Đạo Đức 5 (2022);nhieu tac gia;available;4000;0;4000;0;0.0;0;;sach_giaokhoa;
